#OTU ID,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,otulevel
OTU_123,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,OTU_123
OTU_10,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,OTU_10
OTU_1249,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,uncultured bacterium,OTU_1249
OTU_1181,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,,OTU_1181
OTU_1116,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,OTU_1116
OTU_817,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,OTU_817
OTU_1044,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,,OTU_1044
OTU_873,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,AT-s2-59,,,,OTU_873
OTU_552,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,AT-s2-59,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_552
OTU_340,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,,OTU_340
OTU_1396,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Curvibacter,,OTU_1396
OTU_895,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,MWH-UniP1 aquatic group,uncultured bacterium,OTU_895
OTU_158,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,,OTU_158
OTU_343,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,Ambiguous_taxa,OTU_343
OTU_793,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,Ambiguous_taxa,OTU_793
OTU_166,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,Ambiguous_taxa,OTU_166
OTU_1323,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,Ambiguous_taxa,OTU_1323
OTU_109,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,Ambiguous_taxa,OTU_109
OTU_559,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas,uncultured Nitrosospira sp.,OTU_559
OTU_1027,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,uncultured,uncultured bacterium,OTU_1027
OTU_285,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,uncultured,uncultured bacterium,OTU_285
OTU_441,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,,OTU_441
OTU_121,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,,OTU_121
OTU_314,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,,OTU_314
OTU_362,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,uncultured bacterium,OTU_362
OTU_505,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,,OTU_505
OTU_87,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,,OTU_87
OTU_342,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,Ambiguous_taxa,OTU_342
OTU_518,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,,OTU_518
OTU_955,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured bacterium,OTU_955
OTU_1371,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured bacterium,OTU_1371
OTU_1078,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured gamma proteobacterium,OTU_1078
OTU_1268,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured gamma proteobacterium,OTU_1268
OTU_535,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured gamma proteobacterium,OTU_535
OTU_649,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured gamma proteobacterium,OTU_649
OTU_1244,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Sinobacterium,uncultured bacterium,OTU_1244
OTU_1238,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,OTU_1238
OTU_984,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured gamma proteobacterium,OTU_984
OTU_763,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured gamma proteobacterium,OTU_763
OTU_1309,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured marine bacterium,OTU_1309
OTU_153,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured,,OTU_153
OTU_199,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured,Ambiguous_taxa,OTU_199
OTU_611,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured,uncultured marine bacterium,OTU_611
OTU_663,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,,OTU_663
OTU_1391,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1391
OTU_380,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_380
OTU_1388,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1388
OTU_719,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_719
OTU_462,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_462
OTU_796,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,OTU_796
OTU_971,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,eub62A3,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_971
OTU_907,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,uncultured bacterium,OTU_907
OTU_1169,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,uncultured,uncultured bacterium,OTU_1169
OTU_1305,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ga0077536,,,,OTU_1305
OTU_336,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ga0077536,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_336
OTU_218,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ga0077536,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_218
OTU_740,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ga0077536,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_740
OTU_1349,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Ga0077536,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1349
OTU_1345,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,HOC36,,,,OTU_1345
OTU_373,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,HOC36,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_373
OTU_625,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,HOC36,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_625
OTU_144,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,HOC36,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_144
OTU_25,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,HOC36,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_25
OTU_1001,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,JTB23,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1001
OTU_1231,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,JTB23,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1231
OTU_995,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,JTB23,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,OTU_995
OTU_370,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,KI89A clade,,,,OTU_370
OTU_411,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,KI89A clade,,,,OTU_411
OTU_178,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,KI89A clade,,,,OTU_178
OTU_591,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,KI89A clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_591
OTU_1248,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,KI89A clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1248
OTU_646,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,uncultured,uncultured bacterium,OTU_646
OTU_522,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,uncultured Alcanivorax sp.,OTU_522
OTU_272,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,OTU_272
OTU_883,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,uncultured bacterium,OTU_883
OTU_698,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,uncultured bacterium,OTU_698
OTU_1192,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,uncultured,uncultured bacterium,OTU_1192
OTU_519,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,uncultured,uncultured marine bacterium,OTU_519
OTU_1411,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_1411
OTU_572,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_572
OTU_545,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_545
OTU_270,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_270
OTU_215,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_215
OTU_71,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_71
OTU_62,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_62
OTU_21,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,OTU_21
OTU_1399,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,uncultured gamma proteobacterium,OTU_1399
OTU_1283,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,,,OTU_1283
OTU_872,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleispira,uncultured bacterium,OTU_872
OTU_936,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Thalassolituus,Ambiguous_taxa,OTU_936
OTU_1100,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,uncultured,,OTU_1100
OTU_1369,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,uncultured,,OTU_1369
OTU_252,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,uncultured,,OTU_252
OTU_567,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,uncultured,uncultured gamma proteobacterium,OTU_567
OTU_986,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,SS1-B-06-26,,,OTU_986
OTU_1280,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,OM182 clade,,,,OTU_1280
OTU_912,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,OM182 clade,,,,OTU_912
OTU_569,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,OM182 clade,,,,OTU_569
OTU_686,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,OM182 clade,,,,OTU_686
OTU_106,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,OM182 clade,,,,OTU_106
OTU_349,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,OM182 clade,,,,OTU_349
OTU_672,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,OM182 clade,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,OTU_672
OTU_952,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,Ambiguous_taxa,OTU_952
OTU_1338,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,Ambiguous_taxa,OTU_1338
OTU_1398,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,pItb-vmat-80,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1398
OTU_1024,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,OTU_1024
OTU_1294,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,OTU_1294
OTU_344,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,OTU_344
OTU_867,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,OTU_867
OTU_128,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,OTU_128
OTU_1073,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_1073
OTU_1002,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_1002
OTU_1032,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_1032
OTU_924,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_924
OTU_732,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_732
OTU_451,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_451
OTU_727,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_727
OTU_565,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_565
OTU_92,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_92
OTU_185,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_185
OTU_200,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_200
OTU_52,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,,,,OTU_52
OTU_948,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_948
OTU_708,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_708
OTU_271,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_271
OTU_83,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_83
OTU_31,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_31
OTU_1057,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,marine metagenome,marine metagenome,marine metagenome,OTU_1057
OTU_1218,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,marine metagenome,marine metagenome,marine metagenome,OTU_1218
OTU_145,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,marine metagenome,marine metagenome,marine metagenome,OTU_145
OTU_33,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,marine metagenome,marine metagenome,marine metagenome,OTU_33
OTU_359,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,metagenome,metagenome,metagenome,OTU_359
OTU_668,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_668
OTU_1327,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured gamma proteobacterium HF4000_19M20,uncultured gamma proteobacterium HF4000_19M20,uncultured gamma proteobacterium HF4000_19M20,OTU_1327
OTU_1160,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,OTU_1160
OTU_812,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,OTU_812
OTU_1108,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,OTU_1108
OTU_80,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,OTU_80
OTU_312,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured SAR156 cluster gamma proteobacterium,uncultured SAR156 cluster gamma proteobacterium,uncultured SAR156 cluster gamma proteobacterium,OTU_312
OTU_703,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured SAR86 cluster bacterium,uncultured SAR86 cluster bacterium,uncultured SAR86 cluster bacterium,OTU_703
OTU_1223,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured SAR86 cluster bacterium,uncultured SAR86 cluster bacterium,uncultured SAR86 cluster bacterium,OTU_1223
OTU_40,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,SAR86 clade,uncultured SAR86 cluster bacterium,uncultured SAR86 cluster bacterium,uncultured SAR86 cluster bacterium,OTU_40
OTU_878,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,OTU_878
OTU_1021,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,OTU_1021
OTU_1011,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,OTU_1011
OTU_844,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,OTU_844
OTU_101,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,Ambiguous_taxa,OTU_101
OTU_1037,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus Tenderia,uncultured bacterium,OTU_1037
OTU_1258,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,,OTU_1258
OTU_1342,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,,OTU_1342
OTU_29,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,Ambiguous_taxa,OTU_29
OTU_1266,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,uncultured marine bacterium,OTU_1266
OTU_897,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,uncultured marine bacterium,OTU_897
OTU_866,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,uncultured marine bacterium,OTU_866
OTU_156,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,uncultured marine bacterium,OTU_156
OTU_3,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,uncultured marine bacterium,OTU_3
OTU_169,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,,OTU_169
OTU_338,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,uncultured marine bacterium,OTU_338
OTU_412,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,,,,OTU_412
OTU_1296,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1296
OTU_1334,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1334
OTU_504,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_504
OTU_352,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_352
OTU_224,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_224
OTU_157,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_157
OTU_208,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_208
OTU_171,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_171
OTU_44,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_44
OTU_242,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,UBA4486,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_242
OTU_175,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,,OTU_175
OTU_932,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,OTU_932
