#OTU ID,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,otulevel
OTU_1173,Bacteria,Acidobacteria,Acidobacteria,Subgroup 21,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1173
OTU_1170,Bacteria,Acidobacteria,Acidobacteria,Subgroup 21,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1170
OTU_1034,Bacteria,Acidobacteria,Acidobacteria,Subgroup 21,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1034
OTU_891,Bacteria,Acidobacteria,Acidobacteria,Subgroup 21,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_891
OTU_558,Bacteria,Acidobacteria,Acidobacteria,Subgroup 21,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_558
OTU_586,Bacteria,Acidobacteria,Acidobacteria,Subgroup 21,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_586
OTU_1290,Bacteria,Acidobacteria,Acidobacteria,Subgroup 26,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1290
OTU_187,Bacteria,Acidobacteria,Acidobacteria,Subgroup 26,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_187
OTU_1348,Bacteria,Acidobacteria,Acidobacteria,Subgroup 5,,,,,OTU_1348
OTU_887,Bacteria,Acidobacteria,Acidobacteria,Subgroup 5,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_887
OTU_1020,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,,,,OTU_1020
OTU_1168,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,,,,OTU_1168
OTU_915,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,,,,OTU_915
OTU_1312,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,,,,OTU_1312
OTU_1291,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,,,,OTU_1291
OTU_394,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,,,,OTU_394
OTU_820,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,,,,OTU_820
OTU_470,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,,,,OTU_470
OTU_682,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,,,,OTU_682
OTU_1178,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,uncultured Acidobacterium sp.,uncultured Acidobacterium sp.,uncultured Acidobacterium sp.,uncultured Acidobacterium sp.,OTU_1178
OTU_354,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,uncultured bacterium AD248-D7-1A,uncultured bacterium AD248-D7-1A,uncultured bacterium AD248-D7-1A,uncultured bacterium AD248-D7-1A,OTU_354
OTU_1306,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,uncultured organism,uncultured organism,uncultured organism,uncultured organism,OTU_1306
OTU_546,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,uncultured organism,uncultured organism,uncultured organism,uncultured organism,OTU_546
OTU_219,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,uncultured organism,uncultured organism,uncultured organism,uncultured organism,OTU_219
OTU_176,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,uncultured organism,uncultured organism,uncultured organism,uncultured organism,OTU_176
OTU_637,Bacteria,Acidobacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,,OTU_637
OTU_1179,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,,OTU_1179
OTU_609,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,uncultured bacterium,OTU_609
OTU_13,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,uncultured marine bacterium,OTU_13
OTU_115,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,uncultured marine eukaryote,OTU_115
OTU_1172,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,uncultured bacterium,OTU_1172
OTU_1368,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,,OTU_1368
OTU_659,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,,OTU_659
OTU_194,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,,OTU_194
OTU_55,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,,OTU_55
OTU_377,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,Ambiguous_taxa,OTU_377
OTU_353,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,Ambiguous_taxa,OTU_353
OTU_501,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,Ambiguous_taxa,OTU_501
OTU_216,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,Ambiguous_taxa,OTU_216
OTU_348,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,Ambiguous_taxa,OTU_348
OTU_155,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,Ambiguous_taxa,OTU_155
OTU_57,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,,OTU_57
OTU_771,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,PeM15,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_771
OTU_956,Bacteria,AncK6,AncK6,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_956
OTU_211,Bacteria,AncK6,AncK6,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_211
OTU_1259,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,,,,,OTU_1259
OTU_1347,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,,,,,OTU_1347
OTU_679,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,,,,,OTU_679
OTU_463,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,,,,,OTU_463
OTU_564,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,,OTU_564
OTU_787,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,,OTU_787
OTU_1302,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Ambiguous_taxa,OTU_1302
OTU_807,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,uncultured Bacteroidetes bacterium,OTU_807
OTU_1374,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,OTU_1374
OTU_1147,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,OTU_1147
OTU_1299,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,marine metagenome,OTU_1299
OTU_554,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured marine bacterium,OTU_554
OTU_233,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,OTU_233
OTU_1083,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,uncultured bacterium,OTU_1083
OTU_917,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,Ambiguous_taxa,OTU_917
OTU_81,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,Ambiguous_taxa,OTU_81
OTU_247,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,uncultured marine bacterium,OTU_247
OTU_1351,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,,OTU_1351
OTU_938,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,Ambiguous_taxa,OTU_938
OTU_1188,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured Bacteroidetes bacterium,OTU_1188
OTU_1127,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,OTU_1127
OTU_949,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,OTU_949
OTU_548,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,OTU_548
OTU_766,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,OTU_766
OTU_1416,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,OTU_1416
OTU_337,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,OTU_337
OTU_1267,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,,,,OTU_1267
OTU_1081,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,,,,OTU_1081
OTU_582,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,,,,OTU_582
OTU_487,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,,,,OTU_487
OTU_1080,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured bacterium,OTU_1080
OTU_1153,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured Crocinitomix sp.,OTU_1153
OTU_1026,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured Crocinitomix sp.,OTU_1026
OTU_634,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,OTU_634
OTU_309,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,OTU_309
OTU_72,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Ambiguous_taxa,OTU_72
OTU_764,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,,OTU_764
OTU_1162,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,,OTU_1162
OTU_1025,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,uncultured bacterium,OTU_1025
OTU_802,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,uncultured Bacteroidetes bacterium,OTU_802
OTU_203,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,uncultured marine bacterium,OTU_203
OTU_327,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,uncultured marine bacterium,OTU_327
OTU_751,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,OTU_751
OTU_911,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,OTU_911
OTU_1043,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,OTU_1043
OTU_890,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,Ambiguous_taxa,OTU_890
OTU_580,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,Ambiguous_taxa,OTU_580
OTU_240,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,Ambiguous_taxa,OTU_240
OTU_196,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,Ambiguous_taxa,OTU_196
OTU_1117,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured Bacteroidetes bacterium,OTU_1117
OTU_834,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured Owenweeksia sp.,OTU_834
OTU_735,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured Owenweeksia sp.,OTU_735
OTU_898,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,OTU_898
OTU_893,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,OTU_893
OTU_650,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,OTU_650
OTU_131,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,,OTU_131
OTU_259,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Ambiguous_taxa,OTU_259
OTU_526,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavicella,uncultured bacterium,OTU_526
OTU_407,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavicella,uncultured bacterium,OTU_407
OTU_865,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,,OTU_865
OTU_35,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,,OTU_35
OTU_221,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,uncultured marine bacterium,OTU_221
OTU_1403,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella,Ambiguous_taxa,OTU_1403
OTU_497,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,Ambiguous_taxa,OTU_497
OTU_722,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Ambiguous_taxa,OTU_722
OTU_12,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b marine group,,OTU_12
OTU_28,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b marine group,,OTU_28
OTU_982,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,,OTU_982
OTU_1096,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,,OTU_1096
OTU_799,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,,OTU_799
OTU_43,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,,OTU_43
OTU_239,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,uncultured Bacteroidetes bacterium,OTU_239
OTU_235,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,uncultured marine bacterium,OTU_235
OTU_830,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_830
OTU_379,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_379
OTU_366,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_366
OTU_282,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_282
OTU_96,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_96
OTU_141,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_141
OTU_58,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_58
OTU_39,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_39
OTU_20,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,OTU_20
OTU_1171,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,Ambiguous_taxa,OTU_1171
OTU_386,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,uncultured bacterium,OTU_386
OTU_1028,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,uncultured bacterium,OTU_1028
OTU_317,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,uncultured marine bacterium,OTU_317
OTU_278,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Ambiguous_taxa,OTU_278
OTU_1174,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,uncultured Flavobacteriaceae bacterium,OTU_1174
OTU_465,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,uncultured Flavobacteriaceae bacterium,OTU_465
OTU_1242,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,,OTU_1242
OTU_319,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Ambiguous_taxa,OTU_319
OTU_129,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Ambiguous_taxa,OTU_129
OTU_819,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,OTU_819
OTU_503,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,uncultured bacterium,OTU_503
OTU_273,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,uncultured bacterium,OTU_273
OTU_130,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,uncultured marine bacterium,OTU_130
OTU_291,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,uncultured marine bacterium,OTU_291
OTU_85,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,uncultured marine bacterium,OTU_85
OTU_792,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,,,OTU_792
OTU_95,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,,,OTU_95
OTU_724,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,Ambiguous_taxa,Ambiguous_taxa,OTU_724
OTU_685,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,Ambiguous_taxa,Ambiguous_taxa,OTU_685
OTU_287,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,Ambiguous_taxa,Ambiguous_taxa,OTU_287
OTU_1058,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,uncultured bacterium,uncultured bacterium,OTU_1058
OTU_579,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,uncultured bacterium,uncultured bacterium,OTU_579
OTU_608,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,uncultured bacterium,uncultured bacterium,OTU_608
OTU_523,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,uncultured bacterium,uncultured bacterium,OTU_523
OTU_1330,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_1330
OTU_1191,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_1191
OTU_1423,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_1423
OTU_1142,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_1142
OTU_654,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_654
OTU_934,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_934
OTU_573,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_573
OTU_977,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_977
OTU_328,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_328
OTU_1091,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_1091
OTU_876,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_876
OTU_1207,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_1207
OTU_633,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_633
OTU_742,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_742
OTU_346,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_346
OTU_135,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_135
OTU_78,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_78
OTU_56,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_56
OTU_1102,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,Ambiguous_taxa,Ambiguous_taxa,OTU_1102
OTU_1397,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,Ambiguous_taxa,Ambiguous_taxa,OTU_1397
OTU_98,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,Ambiguous_taxa,Ambiguous_taxa,OTU_98
OTU_105,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,Ambiguous_taxa,Ambiguous_taxa,OTU_105
OTU_137,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,hydrothermal vent metagenome,hydrothermal vent metagenome,OTU_137
OTU_494,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,OTU_494
OTU_1341,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured marine bacterium,uncultured marine bacterium,OTU_1341
OTU_991,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured marine bacterium,uncultured marine bacterium,OTU_991
OTU_449,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured marine bacterium,uncultured marine bacterium,OTU_449
OTU_701,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured marine bacterium,uncultured marine bacterium,OTU_701
OTU_66,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured marine bacterium,uncultured marine bacterium,OTU_66
OTU_619,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD3-93,uncultured bacterium,uncultured bacterium,OTU_619
OTU_759,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,,OTU_759
OTU_1056,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,Ambiguous_taxa,Ambiguous_taxa,OTU_1056
OTU_350,Bacteria,Bacteroidetes,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,,OTU_350
OTU_458,Bacteria,Chloroflexi,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,marine metagenome,OTU_458
OTU_602,Bacteria,Chloroflexi,Chloroflexi,Dehalococcoidia,S085,,,,OTU_602
